"alone1" "alone2" "intra1fx" "intra2fx" "inter1fx" "inter2fx" "fit_alone1" "fit_alone2" "epis" "loss" "loss2" "p1" "p2" "comb" "intra1" "intra2" "inter1" "inter2" "fitness" "cotransf" "exx1fx" "exx2fx" "lossXY" "time"
"1e-12_1_0.01_0.85_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-12 1e-13 1 1 0.01 1 0.85 0.95 0 1e-06 1 "1e-12_1_0.01_0.85_0_1e-06_1" "1e-13_1_1_0.95_0_1e-06_1" "1e-12_1_0.01_0.85_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-12 1e-13 1e-14 1e-13 0.8075 1e-13 1e-12 1e-13 1e-06 14992
"1e-11_1_0.01_0.85_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-11 1e-13 1 1 0.01 1 0.85 0.95 0 1e-06 1 "1e-11_1_0.01_0.85_0_1e-06_1" "1e-13_1_1_0.95_0_1e-06_1" "1e-11_1_0.01_0.85_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-11 1e-13 1e-13 1e-13 0.8075 1e-13 1e-11 1e-13 1e-06 15271
"1e-13_1_0.01_0.85_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-13 1e-12 1 1 0.01 1 0.85 0.95 0 1e-06 1 "1e-13_1_0.01_0.85_0_1e-06_1" "1e-12_1_1_0.95_0_1e-06_1" "1e-13_1_0.01_0.85_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-13 1e-12 1e-15 1e-12 0.8075 1e-13 1e-13 1e-12 1e-06 16181
"1e-12_1_0.01_0.85_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-12 1e-12 1 1 0.01 1 0.85 0.95 0 1e-06 1 "1e-12_1_0.01_0.85_0_1e-06_1" "1e-12_1_1_0.95_0_1e-06_1" "1e-12_1_0.01_0.85_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-12 1e-12 1e-14 1e-12 0.8075 1e-12 1e-12 1e-12 1e-06 17114
"1e-11_1_0.01_0.85_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-11 1e-12 1 1 0.01 1 0.85 0.95 0 1e-06 1 "1e-11_1_0.01_0.85_0_1e-06_1" "1e-12_1_1_0.95_0_1e-06_1" "1e-11_1_0.01_0.85_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-11 1e-12 1e-13 1e-12 0.8075 1e-12 1e-11 1e-12 1e-06 15337
"1e-13_1_0.01_0.85_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-13 1e-11 1 1 0.01 1 0.85 0.95 0 1e-06 1 "1e-13_1_0.01_0.85_0_1e-06_1" "1e-11_1_1_0.95_0_1e-06_1" "1e-13_1_0.01_0.85_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-13 1e-11 1e-15 1e-11 0.8075 1e-13 1e-13 1e-11 1e-06 28439
"1e-12_1_0.01_0.85_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-12 1e-11 1 1 0.01 1 0.85 0.95 0 1e-06 1 "1e-12_1_0.01_0.85_0_1e-06_1" "1e-11_1_1_0.95_0_1e-06_1" "1e-12_1_0.01_0.85_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-12 1e-11 1e-14 1e-11 0.8075 1e-12 1e-12 1e-11 1e-06 28692
"1e-11_1_0.01_0.85_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-11 1e-11 1 1 0.01 1 0.85 0.95 0 1e-06 1 "1e-11_1_0.01_0.85_0_1e-06_1" "1e-11_1_1_0.95_0_1e-06_1" "1e-11_1_0.01_0.85_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-11 1e-11 1e-13 1e-11 0.8075 1e-11 1e-11 1e-11 1e-06 31829
"1e-13_1_10_0.85_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-13 1e-13 1 1 10 1 0.85 0.95 0 1e-06 1 "1e-13_1_10_0.85_0_1e-06_1" "1e-13_1_1_0.95_0_1e-06_1" "1e-13_1_10_0.85_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-13 1e-13 1e-12 1e-13 0.8075 1e-13 1e-13 1e-13 1e-06 15151
"1e-12_1_10_0.85_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-12 1e-13 1 1 10 1 0.85 0.95 0 1e-06 1 "1e-12_1_10_0.85_0_1e-06_1" "1e-13_1_1_0.95_0_1e-06_1" "1e-12_1_10_0.85_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-12 1e-13 1e-11 1e-13 0.8075 1e-13 1e-12 1e-13 1e-06 14919
"1e-11_1_10_0.85_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-11 1e-13 1 1 10 1 0.85 0.95 0 1e-06 1 "1e-11_1_10_0.85_0_1e-06_1" "1e-13_1_1_0.95_0_1e-06_1" "1e-11_1_10_0.85_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-11 1e-13 1e-10 1e-13 0.8075 1e-13 1e-11 1e-13 1e-06 14740
"1e-13_1_10_0.85_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-13 1e-12 1 1 10 1 0.85 0.95 0 1e-06 1 "1e-13_1_10_0.85_0_1e-06_1" "1e-12_1_1_0.95_0_1e-06_1" "1e-13_1_10_0.85_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-13 1e-12 1e-12 1e-12 0.8075 1e-13 1e-13 1e-12 1e-06 15861
"1e-12_1_10_0.85_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-12 1e-12 1 1 10 1 0.85 0.95 0 1e-06 1 "1e-12_1_10_0.85_0_1e-06_1" "1e-12_1_1_0.95_0_1e-06_1" "1e-12_1_10_0.85_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-12 1e-12 1e-11 1e-12 0.8075 1e-12 1e-12 1e-12 1e-06 15376
"1e-11_1_10_0.85_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-11 1e-12 1 1 10 1 0.85 0.95 0 1e-06 1 "1e-11_1_10_0.85_0_1e-06_1" "1e-12_1_1_0.95_0_1e-06_1" "1e-11_1_10_0.85_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-11 1e-12 1e-10 1e-12 0.8075 1e-12 1e-11 1e-12 1e-06 15239
"1e-13_1_10_0.85_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-13 1e-11 1 1 10 1 0.85 0.95 0 1e-06 1 "1e-13_1_10_0.85_0_1e-06_1" "1e-11_1_1_0.95_0_1e-06_1" "1e-13_1_10_0.85_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-13 1e-11 1e-12 1e-11 0.8075 1e-13 1e-13 1e-11 1e-06 26700
"1e-12_1_10_0.85_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-12 1e-11 1 1 10 1 0.85 0.95 0 1e-06 1 "1e-12_1_10_0.85_0_1e-06_1" "1e-11_1_1_0.95_0_1e-06_1" "1e-12_1_10_0.85_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-12 1e-11 1e-11 1e-11 0.8075 1e-12 1e-12 1e-11 1e-06 31272
"1e-11_1_10_0.85_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-11 1e-11 1 1 10 1 0.85 0.95 0 1e-06 1 "1e-11_1_10_0.85_0_1e-06_1" "1e-11_1_1_0.95_0_1e-06_1" "1e-11_1_10_0.85_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-11 1e-11 1e-10 1e-11 0.8075 1e-11 1e-11 1e-11 1e-06 32118
"1e-13_1_0.01_0.9_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-13 1e-13 1 1 0.01 1 0.9 0.95 0 1e-06 1 "1e-13_1_0.01_0.9_0_1e-06_1" "1e-13_1_1_0.95_0_1e-06_1" "1e-13_1_0.01_0.9_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-13 1e-13 1e-15 1e-13 0.855 1e-13 1e-13 1e-13 1e-06 15059
"1e-12_1_0.01_0.9_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-12 1e-13 1 1 0.01 1 0.9 0.95 0 1e-06 1 "1e-12_1_0.01_0.9_0_1e-06_1" "1e-13_1_1_0.95_0_1e-06_1" "1e-12_1_0.01_0.9_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-12 1e-13 1e-14 1e-13 0.855 1e-13 1e-12 1e-13 1e-06 15440
"1e-11_1_0.01_0.9_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-11 1e-13 1 1 0.01 1 0.9 0.95 0 1e-06 1 "1e-11_1_0.01_0.9_0_1e-06_1" "1e-13_1_1_0.95_0_1e-06_1" "1e-11_1_0.01_0.9_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-11 1e-13 1e-13 1e-13 0.855 1e-13 1e-11 1e-13 1e-06 15013
"1e-13_1_0.01_0.9_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-13 1e-12 1 1 0.01 1 0.9 0.95 0 1e-06 1 "1e-13_1_0.01_0.9_0_1e-06_1" "1e-12_1_1_0.95_0_1e-06_1" "1e-13_1_0.01_0.9_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-13 1e-12 1e-15 1e-12 0.855 1e-13 1e-13 1e-12 1e-06 15473
"1e-12_1_0.01_0.9_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-12 1e-12 1 1 0.01 1 0.9 0.95 0 1e-06 1 "1e-12_1_0.01_0.9_0_1e-06_1" "1e-12_1_1_0.95_0_1e-06_1" "1e-12_1_0.01_0.9_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-12 1e-12 1e-14 1e-12 0.855 1e-12 1e-12 1e-12 1e-06 15431
"1e-11_1_0.01_0.9_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-11 1e-12 1 1 0.01 1 0.9 0.95 0 1e-06 1 "1e-11_1_0.01_0.9_0_1e-06_1" "1e-12_1_1_0.95_0_1e-06_1" "1e-11_1_0.01_0.9_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-11 1e-12 1e-13 1e-12 0.855 1e-12 1e-11 1e-12 1e-06 16655
"1e-13_1_0.01_0.9_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-13 1e-11 1 1 0.01 1 0.9 0.95 0 1e-06 1 "1e-13_1_0.01_0.9_0_1e-06_1" "1e-11_1_1_0.95_0_1e-06_1" "1e-13_1_0.01_0.9_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-13 1e-11 1e-15 1e-11 0.855 1e-13 1e-13 1e-11 1e-06 30629
"1e-12_1_0.01_0.9_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-12 1e-11 1 1 0.01 1 0.9 0.95 0 1e-06 1 "1e-12_1_0.01_0.9_0_1e-06_1" "1e-11_1_1_0.95_0_1e-06_1" "1e-12_1_0.01_0.9_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-12 1e-11 1e-14 1e-11 0.855 1e-12 1e-12 1e-11 1e-06 30342
"1e-11_1_0.01_0.9_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-11 1e-11 1 1 0.01 1 0.9 0.95 0 1e-06 1 "1e-11_1_0.01_0.9_0_1e-06_1" "1e-11_1_1_0.95_0_1e-06_1" "1e-11_1_0.01_0.9_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-11 1e-11 1e-13 1e-11 0.855 1e-11 1e-11 1e-11 1e-06 37175
"1e-13_1_10_0.9_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-13 1e-13 1 1 10 1 0.9 0.95 0 1e-06 1 "1e-13_1_10_0.9_0_1e-06_1" "1e-13_1_1_0.95_0_1e-06_1" "1e-13_1_10_0.9_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-13 1e-13 1e-12 1e-13 0.855 1e-13 1e-13 1e-13 1e-06 14915
"1e-12_1_10_0.9_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-12 1e-13 1 1 10 1 0.9 0.95 0 1e-06 1 "1e-12_1_10_0.9_0_1e-06_1" "1e-13_1_1_0.95_0_1e-06_1" "1e-12_1_10_0.9_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-12 1e-13 1e-11 1e-13 0.855 1e-13 1e-12 1e-13 1e-06 15605
"1e-11_1_10_0.9_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-11 1e-13 1 1 10 1 0.9 0.95 0 1e-06 1 "1e-11_1_10_0.9_0_1e-06_1" "1e-13_1_1_0.95_0_1e-06_1" "1e-11_1_10_0.9_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-11 1e-13 1e-10 1e-13 0.855 1e-13 1e-11 1e-13 1e-06 11963
"1e-13_1_10_0.9_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-13 1e-12 1 1 10 1 0.9 0.95 0 1e-06 1 "1e-13_1_10_0.9_0_1e-06_1" "1e-12_1_1_0.95_0_1e-06_1" "1e-13_1_10_0.9_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-13 1e-12 1e-12 1e-12 0.855 1e-13 1e-13 1e-12 1e-06 15231
"1e-12_1_10_0.9_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-12 1e-12 1 1 10 1 0.9 0.95 0 1e-06 1 "1e-12_1_10_0.9_0_1e-06_1" "1e-12_1_1_0.95_0_1e-06_1" "1e-12_1_10_0.9_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-12 1e-12 1e-11 1e-12 0.855 1e-12 1e-12 1e-12 1e-06 15470
"1e-11_1_10_0.9_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-11 1e-12 1 1 10 1 0.9 0.95 0 1e-06 1 "1e-11_1_10_0.9_0_1e-06_1" "1e-12_1_1_0.95_0_1e-06_1" "1e-11_1_10_0.9_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-11 1e-12 1e-10 1e-12 0.855 1e-12 1e-11 1e-12 1e-06 12572
"1e-13_1_10_0.9_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-13 1e-11 1 1 10 1 0.9 0.95 0 1e-06 1 "1e-13_1_10_0.9_0_1e-06_1" "1e-11_1_1_0.95_0_1e-06_1" "1e-13_1_10_0.9_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-13 1e-11 1e-12 1e-11 0.855 1e-13 1e-13 1e-11 1e-06 24263
"1e-12_1_10_0.9_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-12 1e-11 1 1 10 1 0.9 0.95 0 1e-06 1 "1e-12_1_10_0.9_0_1e-06_1" "1e-11_1_1_0.95_0_1e-06_1" "1e-12_1_10_0.9_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-12 1e-11 1e-11 1e-11 0.855 1e-12 1e-12 1e-11 1e-06 25973
"1e-11_1_10_0.9_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-11 1e-11 1 1 10 1 0.9 0.95 0 1e-06 1 "1e-11_1_10_0.9_0_1e-06_1" "1e-11_1_1_0.95_0_1e-06_1" "1e-11_1_10_0.9_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-11 1e-11 1e-10 1e-11 0.855 1e-11 1e-11 1e-11 1e-06 23392
"1e-13_1_0.01_0.95_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-13 1e-13 1 1 0.01 1 0.95 0.95 0 1e-06 1 "1e-13_1_0.01_0.95_0_1e-06_1" "1e-13_1_1_0.95_0_1e-06_1" "1e-13_1_0.01_0.95_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-13 1e-13 1e-15 1e-13 0.9025 1e-13 1e-13 1e-13 1e-06 15176
"1e-12_1_0.01_0.95_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-12 1e-13 1 1 0.01 1 0.95 0.95 0 1e-06 1 "1e-12_1_0.01_0.95_0_1e-06_1" "1e-13_1_1_0.95_0_1e-06_1" "1e-12_1_0.01_0.95_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-12 1e-13 1e-14 1e-13 0.9025 1e-13 1e-12 1e-13 1e-06 15525
"1e-11_1_0.01_0.95_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-11 1e-13 1 1 0.01 1 0.95 0.95 0 1e-06 1 "1e-11_1_0.01_0.95_0_1e-06_1" "1e-13_1_1_0.95_0_1e-06_1" "1e-11_1_0.01_0.95_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-11 1e-13 1e-13 1e-13 0.9025 1e-13 1e-11 1e-13 1e-06 23086
"1e-13_1_0.01_0.95_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-13 1e-12 1 1 0.01 1 0.95 0.95 0 1e-06 1 "1e-13_1_0.01_0.95_0_1e-06_1" "1e-12_1_1_0.95_0_1e-06_1" "1e-13_1_0.01_0.95_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-13 1e-12 1e-15 1e-12 0.9025 1e-13 1e-13 1e-12 1e-06 17442
"1e-12_1_0.01_0.95_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-12 1e-12 1 1 0.01 1 0.95 0.95 0 1e-06 1 "1e-12_1_0.01_0.95_0_1e-06_1" "1e-12_1_1_0.95_0_1e-06_1" "1e-12_1_0.01_0.95_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-12 1e-12 1e-14 1e-12 0.9025 1e-12 1e-12 1e-12 1e-06 15502
"1e-11_1_0.01_0.95_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-11 1e-12 1 1 0.01 1 0.95 0.95 0 1e-06 1 "1e-11_1_0.01_0.95_0_1e-06_1" "1e-12_1_1_0.95_0_1e-06_1" "1e-11_1_0.01_0.95_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-11 1e-12 1e-13 1e-12 0.9025 1e-12 1e-11 1e-12 1e-06 23760
"1e-13_1_0.01_0.95_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-13 1e-11 1 1 0.01 1 0.95 0.95 0 1e-06 1 "1e-13_1_0.01_0.95_0_1e-06_1" "1e-11_1_1_0.95_0_1e-06_1" "1e-13_1_0.01_0.95_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-13 1e-11 1e-15 1e-11 0.9025 1e-13 1e-13 1e-11 1e-06 23420
"1e-12_1_0.01_0.95_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-12 1e-11 1 1 0.01 1 0.95 0.95 0 1e-06 1 "1e-12_1_0.01_0.95_0_1e-06_1" "1e-11_1_1_0.95_0_1e-06_1" "1e-12_1_0.01_0.95_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-12 1e-11 1e-14 1e-11 0.9025 1e-12 1e-12 1e-11 1e-06 32495
"1e-11_1_0.01_0.95_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-11 1e-11 1 1 0.01 1 0.95 0.95 0 1e-06 1 "1e-11_1_0.01_0.95_0_1e-06_1" "1e-11_1_1_0.95_0_1e-06_1" "1e-11_1_0.01_0.95_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-11 1e-11 1e-13 1e-11 0.9025 1e-11 1e-11 1e-11 1e-06 46689
"1e-13_1_10_0.95_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-13 1e-13 1 1 10 1 0.95 0.95 0 1e-06 1 "1e-13_1_10_0.95_0_1e-06_1" "1e-13_1_1_0.95_0_1e-06_1" "1e-13_1_10_0.95_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-13 1e-13 1e-12 1e-13 0.9025 1e-13 1e-13 1e-13 1e-06 14889
"1e-12_1_10_0.95_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-12 1e-13 1 1 10 1 0.95 0.95 0 1e-06 1 "1e-12_1_10_0.95_0_1e-06_1" "1e-13_1_1_0.95_0_1e-06_1" "1e-12_1_10_0.95_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-12 1e-13 1e-11 1e-13 0.9025 1e-13 1e-12 1e-13 1e-06 16000
"1e-11_1_10_0.95_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-11 1e-13 1 1 10 1 0.95 0.95 0 1e-06 1 "1e-11_1_10_0.95_0_1e-06_1" "1e-13_1_1_0.95_0_1e-06_1" "1e-11_1_10_0.95_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-11 1e-13 1e-10 1e-13 0.9025 1e-13 1e-11 1e-13 1e-06 25403
"1e-13_1_10_0.95_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-13 1e-12 1 1 10 1 0.95 0.95 0 1e-06 1 "1e-13_1_10_0.95_0_1e-06_1" "1e-12_1_1_0.95_0_1e-06_1" "1e-13_1_10_0.95_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-13 1e-12 1e-12 1e-12 0.9025 1e-13 1e-13 1e-12 1e-06 15265
"1e-12_1_10_0.95_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-12 1e-12 1 1 10 1 0.95 0.95 0 1e-06 1 "1e-12_1_10_0.95_0_1e-06_1" "1e-12_1_1_0.95_0_1e-06_1" "1e-12_1_10_0.95_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-12 1e-12 1e-11 1e-12 0.9025 1e-12 1e-12 1e-12 1e-06 16082
"1e-11_1_10_0.95_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-11 1e-12 1 1 10 1 0.95 0.95 0 1e-06 1 "1e-11_1_10_0.95_0_1e-06_1" "1e-12_1_1_0.95_0_1e-06_1" "1e-11_1_10_0.95_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-11 1e-12 1e-10 1e-12 0.9025 1e-12 1e-11 1e-12 1e-06 31853
"1e-13_1_10_0.95_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-13 1e-11 1 1 10 1 0.95 0.95 0 1e-06 1 "1e-13_1_10_0.95_0_1e-06_1" "1e-11_1_1_0.95_0_1e-06_1" "1e-13_1_10_0.95_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-13 1e-11 1e-12 1e-11 0.9025 1e-13 1e-13 1e-11 1e-06 30500
"1e-12_1_10_0.95_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-12 1e-11 1 1 10 1 0.95 0.95 0 1e-06 1 "1e-12_1_10_0.95_0_1e-06_1" "1e-11_1_1_0.95_0_1e-06_1" "1e-12_1_10_0.95_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-12 1e-11 1e-11 1e-11 0.9025 1e-12 1e-12 1e-11 1e-06 22673
"1e-11_1_10_0.95_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-11 1e-11 1 1 10 1 0.95 0.95 0 1e-06 1 "1e-11_1_10_0.95_0_1e-06_1" "1e-11_1_1_0.95_0_1e-06_1" "1e-11_1_10_0.95_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-11 1e-11 1e-10 1e-11 0.9025 1e-11 1e-11 1e-11 1e-06 23836
"1e-13_1_0.01_0.975_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-13 1e-13 1 1 0.01 1 0.975 0.95 0 1e-06 1 "1e-13_1_0.01_0.975_0_1e-06_1" "1e-13_1_1_0.95_0_1e-06_1" "1e-13_1_0.01_0.975_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-13 1e-13 1e-15 1e-13 0.92625 1e-13 1e-13 1e-13 1e-06 29881
"1e-12_1_0.01_0.975_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-12 1e-13 1 1 0.01 1 0.975 0.95 0 1e-06 1 "1e-12_1_0.01_0.975_0_1e-06_1" "1e-13_1_1_0.95_0_1e-06_1" "1e-12_1_0.01_0.975_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-12 1e-13 1e-14 1e-13 0.92625 1e-13 1e-12 1e-13 1e-06 33056
"1e-11_1_0.01_0.975_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-11 1e-13 1 1 0.01 1 0.975 0.95 0 1e-06 1 "1e-11_1_0.01_0.975_0_1e-06_1" "1e-13_1_1_0.95_0_1e-06_1" "1e-11_1_0.01_0.975_0_1e-06_1:1e-13_1_1_0.95_0_1e-06_1" 1e-11 1e-13 1e-13 1e-13 0.92625 1e-13 1e-11 1e-13 1e-06 149418
"1e-13_1_0.01_0.975_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-13 1e-12 1 1 0.01 1 0.975 0.95 0 1e-06 1 "1e-13_1_0.01_0.975_0_1e-06_1" "1e-12_1_1_0.95_0_1e-06_1" "1e-13_1_0.01_0.975_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-13 1e-12 1e-15 1e-12 0.92625 1e-13 1e-13 1e-12 1e-06 30300
"1e-12_1_0.01_0.975_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-12 1e-12 1 1 0.01 1 0.975 0.95 0 1e-06 1 "1e-12_1_0.01_0.975_0_1e-06_1" "1e-12_1_1_0.95_0_1e-06_1" "1e-12_1_0.01_0.975_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-12 1e-12 1e-14 1e-12 0.92625 1e-12 1e-12 1e-12 1e-06 33731
"1e-11_1_0.01_0.975_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-11 1e-12 1 1 0.01 1 0.975 0.95 0 1e-06 1 "1e-11_1_0.01_0.975_0_1e-06_1" "1e-12_1_1_0.95_0_1e-06_1" "1e-11_1_0.01_0.975_0_1e-06_1:1e-12_1_1_0.95_0_1e-06_1" 1e-11 1e-12 1e-13 1e-12 0.92625 1e-12 1e-11 1e-12 1e-06 219570
"1e-13_1_0.01_0.975_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-13 1e-11 1 1 0.01 1 0.975 0.95 0 1e-06 1 "1e-13_1_0.01_0.975_0_1e-06_1" "1e-11_1_1_0.95_0_1e-06_1" "1e-13_1_0.01_0.975_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-13 1e-11 1e-15 1e-11 0.92625 1e-13 1e-13 1e-11 1e-06 29614
"1e-12_1_0.01_0.975_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-12 1e-11 1 1 0.01 1 0.975 0.95 0 1e-06 1 "1e-12_1_0.01_0.975_0_1e-06_1" "1e-11_1_1_0.95_0_1e-06_1" "1e-12_1_0.01_0.975_0_1e-06_1:1e-11_1_1_0.95_0_1e-06_1" 1e-12 1e-11 1e-14 1e-11 0.92625 1e-12 1e-12 1e-11 1e-06 31668
